,Date,News
31,2009-11-02,"Accounts, People & Miscellany : Accounts, People & MiscellanyAccounts, People & Miscellany : Accounts          United Parcel Service, Atlanta, chose Ogilvy & Mather Worldwide, New York, part of WPP, to handle its worldwide account, with spending estimated at $200 million. The assignment had been divided among various agencies that include...Performa 09 | Food for Thought : It took the Biblical God seven days to make a new world. All the party designer Jennifer Rubell needed was Friday night. To benefit Performa 09, the three-week biennial of performance art under way on stages all over town, Rubell's creation story ...Performa 09: In the Beginning, an Old Testament Feast : The opening party for the performance art biennial was modestly titled &#8220;Creation&#8221;; it melded installation art, happenings and performance art with various Old Testament overtones.Performa 09: In the Beginning, an Old Testament Feast : The opening party for the performance art biennial was modestly titled ""Creation""; it melded installation art, happenings and performance art with various Old Testament overtones.Answers About Investor Behavior : A financial planner answers questions about the impact of human behavior on investing.Libraries Imagined : This weekend, co-vocabularists have challenged the legacy of Melvil Dewey by stocking and stacking imaginary libraries according to whimsical classifications.It Knows Where You Are, and What You’re Looking For : Loopt is now entering the crowded field of applications that allow users to search for surrounding businesses and events from a mobile phone.Business Is a Beat Deflated : So you might expect the business press to be striking up the band and restocking the cigar cabinet. But the business of covering business may never really come back."
32,2010-03-22,"Overseeing Apple Prototypes : Apple has hired Richard DeVaul, a veteran of the wearable computing field and co-founder of Aware Technologies, a company focused on creating fitness and health products. According to Computerworld, Mr. DeVaul will be a senior prototype scientist ...Apple Adds 2 Publishers to Its Store for E-Books : Perseus Books Group and Workman Publishing Company, both independent publishers, signed deals with Apple to sell electronic versions of their books on the iPad.Rush Is On to Be First in iPad Apps : Though the iPad won’t be out until April 3, lots of software developers are looking for the first-out advantage.Perseus Signs an EBooks Deal for the iPad : Perseus Books Group signs an e-book deal with Apple's iPad.Perseus Signs an E-Books Deal for the iPad : Apple has signed a deal with the largest distributor of independent publishers to sell electronic versions of it books on the new device, report Motoko Rich and Brad Stone on Media Decoder.Digitally, Location Is Where It&#8217;s At : Location-based services like Foursquare and Gowalla were the talk of the South by Southwest Music and Media Conference in Austin, Tex.Paid Notice: Deaths  FOUST, EVERETT ""ALAN"" AGE 64 : FOUST--Everett ""Alan"" age 64, of Leonia for 25 years, on March 20, 2010. He is survived by his wife of 38 years Catherine nee: Eardley. Devoted father to Cynthia and her husband Ronald Venner. His adored grandson Liam. Dear brother to Dr. Andrea W...Where to Satisfy a Sweet Tooth in Hong Kong : Finding a good, authentic croissant in Hong Kong has gotten a little easier. Bakeries in the city are still mostly dominated by chains, but several unique spots have been shaking up the scene, particularly a handful of spots specializing in tradit...Where to Satisfy a Sweet Tooth in Hong Kong : Finding a good, authentic croissant in Hong Kong has gotten a little easier. Bakeries in the city are still mostly dominated by chains, but several unique spots have been shaking up the scene, particularly a handful of spots specializing in tradit...The Brooklyn Flea Will Stay at One Hanson, Along With Some New Food Vendors : The market, which operated in the old Williamsburgh Savings Bank Tower on weekends this winter, will stay there on Sundays starting in April."
33,2010-03-23,"Apple Adds 2 Publishers to Its Store for E-Books : Perseus Books Group and Workman Publishing Company, both independent publishers, signed deals with Apple to sell electronic versions of their books on the iPad.Yahoo Offers New iPhone Search Applications : Yahoo announced two new mobile search applications for the Apple iPhone, including one that allows users to draw a boundary on a map to bring up localized content.Opera Mini Browser, Coming to an iPhone Near You : Opera Software on Tuesday announced the Opera browser for the iPhone.Two New Travel Apps for the iPhone: NileGuide and Gliider : Two popular sites for travel information have devised versions for Apple's iPhone that let you access detailed recommendations while on the go.An Iranian Seder in Beverly Hills : Hallaq (Persian Charoset) : A recipe for Hallaq (Persian Charoset).Living Proof : The art of schnapps is thriving in the Austrian Alps.Speed Read for Tuesday, March 23 : Speed Read for Tuesday, March 23Nintendo to Make 3-D Version of Its DS Handheld Game : Unlike other 3D film and TV technologies, the new machine will not require users to wear special glasses.Paid Notice: Deaths  FOUST, EVERETT  : <!-- EVERETT  FOUST -->FOUST--Everett ""Alan"" age 64, of Leonia for 25 years, on March 20, 2010. He is survived by his wife of 38 years Catherine nee: Eardley. Devoted father to Cynthia and her husband Ronald Venner. His adored grandson Liam. Dear ..."
34,2010-05-07,"Nokia Adds iPad to Patent Suit Against Apple : The Finnish cellphone maker had already sued Apple over infringement of its patents involving the iPhone, which led Apple to countersue Nokia.Nokia Expands Patent Infringement Case to Ipads : The latest complaint follows other lawsuits by Nokia claiming that a broad swath of Apple products violate Nokia patents. What We're Reading: iPad Addicts : Memes, Facebook apps added secretly and iPad addiction lead the reading list.The Demise of Datebooks : Shelving analog calendars for digital ones. Volatile Week on Wall St. Ends With Another Slide : Turbulence continued to rock the equity markets on Friday, as Wall Street closed out one of its most volatile weeks since the financial crisis of 2008. Market regulators said that they had not yet determined the cause of Thursday's steep decline.Digital Wizardry in Children's Literature : There's a wealth of choices of e-books for children.Volatile Week on Wall St. Ends With Another Slide : Turbulence continued to rock the equity markets on Friday, as Wall Street closed out one of its most volatile weeks since the financial crisis of 2008. Market regulators said that they had not yet determined the cause of Thursday&#8217;s steep dec...Autodesk for the People : A couple of easy-to-use applications have helped Autodesk come out of the design shadows to sell directly to consumers.Complaint Box | Brittney, Brittny, Brittneigh : Giving one&#8217;s offspring odd, random or deliberately misspelled names is a form of mistreatment that also hurts the rest of society.Geriatric Delinquents, Rampaging Through Suburbia : Harmony Korine’s “Trash Humpers” follows the gleeful, gross exploits of a quartet of old degenerates."
35,2010-05-11,"Google-AdMob Deal Gets Extended Federal Review : The Federal Trade Commission wants to use the additional time, in part, to better understand the competitive effects of Apple’s purchase of Quattro Wireless, an AdMob rival.Shifting Fortunes of Cellphones : As voice becomes an afterthought, former handset leaders like Nokia and Motorola are suffering.A Software Fix for iPad Troubles : Wi-Fi woes for the iPad might need a software fix.Head of Nokia’s Mobile Phone Unit Is Leaving : The departure of Rick Simonson, who has been in the job for six months, comes amid Nokia’s second reorganization in less than a year.Pairings: White Sangria and Red Sangria : Sherry or dry white wine can be the foundation.White Sangria and Red Sangria : Cavas, often blessed with notes of citrus and spring blossoms, are genial sparkling wines, all the more so because of their modest prices. They can be called on for many occasions, and are the ideal finishing touch for sangria, either red or white...Manhattan Theater Club Announces 2010-2011 Productions : &#8220;The Pitmen Painters&#8221; and &#8220;Good People,&#8221; a new collaboration between David Lindsay-Abaire and Daniel Sullivan, will be presented by the theater company on Broadway.Manhattan Theater Club Announces 2010-2011 Productions : ""The Pitmen Painters"" and ""Good People,"" a new collaboration between David Lindsay-Abaire and Daniel Sullivan, will be presented by the theater company on Broadway.Sardine and Coleslaw Po’Boy : In this sandwich, crunchy shredded cabbage is topped with sardines, a great source of omega-3 fatty acids.A Peek at Vanity Fair's iPad App : A preview of Vanity Fair's iPad application."
36,2010-05-24,"Can Apple's Jobs Still Wow After Leaks? : Steven P. Jobs, Apple's chief executive, will make a presentation at next month's Apple developers' conference. But with all the leaks, will developers be wowed?Microsoft to Reorganize Consumer Products Unit : The company hopes new products and services will lure younger consumers.No iPads at Yankee Stadium : The stadium has a policy that prohibits fans from bringing laptops inside, and iPads are included in that ban.The 10 Biggest Choking Hazards : According to a 2008 study, the 10 foods that pose the highest choking hazards for young children are hot dogs, peanuts, carrots, boned chicken, candy, meat, popcorn, fish with bones, sunflower seeds and apples.      Dr. Gary Smith, the lead author...The 10 Biggest Choking Hazards : Hot dogs, peanuts and carrots top the list of biggest choking hazards for children. "
37,2010-05-25,"Apple Is Said to Face Inquiry About Online Music : The Justice Department is examining Apple’s tactics in the digital music market, according to several people.Hedge Funds Heart Apple : Which companies do hedge funds love most? According to Goldman Sachs's most recent quarterly Hedge Fund Monitor report, the answer is Apple, followed by Bank of America and Google.Hedge Funds Heart Apple : Which companies do hedge funds love most? According to Goldman Sachs&#8217;s most recent quarterly Hedge Fund Monitor report, the answer is Apple, followed by Bank of America and Google.Microsoft Shakes Up Its Consumer Products Unit : The chief executive, Steven Ballmer, will take a bigger role in developing the company’s games and gadgets as two executives depart.String of Suicides Continues at Electronics Supplier in China : A 19-year-old Foxconn employee was found dead, the ninth suicide this year at a factory operated by one of the world’s largest contract electronics manufacturers.German-Style Sweet Mustard : Microsoft to Reorganize Consumer Products Unit : The company hopes new products and services will lure younger consumers.German-Style Sweet Mustard  : A recipe from Radegast Hall, a Brooklyn beer garden.No iPads at Yankee Stadium : The stadium has a policy that prohibits fans from bringing laptops inside, and iPads are included in that ban.The 10 Biggest Choking Hazards : According to a 2008 study, the 10 foods that pose the highest choking hazards for young children are hot dogs, peanuts, carrots, boned chicken, candy, meat, popcorn, fish with bones, sunflower seeds and apples.      Dr. Gary Smith, the lead author..."
38,2010-05-26,"Apple Passes Microsoft as No. 1 in Tech : Apple, which had been given up for dead a decade ago, is now the world’s most valuable technology company.Apple's Struggle With Political Apps : Apple approved a Republican politician's app Wednesday after initially saying it was defamatory, the latest indication that the company is still feeling out its approach to political speech.Apple Struggles With Political Apps : The company is dealing with political candidates' requests for apps.Apple Said to Face Inquiry About Online Music : The Justice Department is examining Apple&#8217;s tactics in the market for digital music, and its staff members have talked to major music labels and Internet music companies, The New York Times reported.Apple Said to Face Inquiry About Online Music : The Justice Department is examining Apple's tactics in the market for digital music, and its staff members have talked to major music labels and Internet music companies, The New York Times reported.Apple and Microsoft's Tug of War : Apple shot past Microsoft to become the world’s most valuable technology company. Microsoft Shakes Up Its Consumer Products Unit : The chief executive, Steven Ballmer, will take a bigger role in developing the company’s games and gadgets as two executives depart.String of Suicides Continues at Electronics Supplier in China : A 19-year-old Foxconn employee was found dead, the ninth suicide this year at a factory operated by one of the world’s largest contract electronics manufacturers.An App That Makes Cards With Vivid Fonts : Since the lamented loss of The New Yorker's free electronic cards, you may have had a difficult time finding e-cards of the noncloying variety. Now, for $1.99, you can get a rack's worth on your iPhone.     An app called PixyMe lets you add words ...Wal-Mart Cuts the iPhone Price to $97 : Starting on Tuesday, Walmart is offering a 16 GB iPhone for $97 with a two-year AT&T contract or qualified upgrade."
39,2010-06-08,"On Newest iPhone, Another Camera : The new iPhone 4 will be available June 24 and is priced at $199 for the 16-gigabyte version and $299 for the 32-gigabyte version.Times Company Objects to News-Reader App : After a complaint from The New York Times Company, Apple removed a popular iPad news-reading application from its App Store. It was later reinstated.Thoughts From Tech Blogs on the iPhone 4 : The technology blogosphere weighs in on the iPhone 4. Although most bloggers like its new features, many are unhappy with the idea of another two years with AT&T.Uncertainty Leads to a Broad Decline : Just as the economy is searching for direction, the markets also seem to be groping for positive signs.     But with little in the way of economic data on Monday, traders found little to ease their concerns about Friday's jobs report and the debt ...Otarian : This fast-food restaurant caters to environmentally conscious vegetarians in Midtown and Greenwich Village.The Merchants That Don't Take Cash : A growing number won't accept green cash money. It's legal, and we name names of those who are turning cash away.As China’s Wages Rise, Export Prices Could Follow : Salary increases are expected to affect many stages of the supply chain, forcing companies to raise prices and possibly shift to higher-end goods.Energy and Chemical Companies Help Give the Market a Lift : Increases in energy and material shares helped to offset a down day for technology.At Ad Panel, Words of Wisdom, Some Carefully Chosen : Three leaders in the creative side of the advertising industry imparted their wisdom at a panel on Tuesday - part of a day-long event at the Museum of Modern Art in Midtown Manhattan, sponsored by the Association of Independent Commercial Producer...In New York, Local Meat Is Easier to Find
 : Boutique meat from animals raised on local fields seems to be everywhere around the city, from Greenmarkets to Fresh Direct."
40,2010-06-25,"Did Disguising the iPhone 4 Mask a Temperamental Antenna? : Could Apple have missed the antenna problem because the iPhone was kept cloaked when taken off campus?What We're Reading: Fake PR : Sergey Brin's search for a cure to Parkinson's and various analyses of iPhone 4 sales top the reading list.The Mystery of the iPhone Death Grip : Getting to the bottom of the mystery of the iPhone Death Grip.Twitter Settles F.T.C. Privacy Case : Twitter has settled a Federal Trade Commission investigation into the security and privacy protections it offers users.Twitter Settles F.T.C. Privacy Case : Twitter has settled a Federal Trade Commission investigation into the security and privacy protections it offers users.Michigan: Cereal Is Recalled : The Kellogg Company is voluntarily recalling about 28 million boxes of cereal because an unusual smell and flavor from the packages’ liners could make people ill.Friday Reading: Notification of a Building's Bedbug History : Notifications about a New York building's recent bedbug history, the lowest mortgage rates since the 1950s and other consumer-focused items from Friday's Times.Reading Music on the iPad : The iPad makes a surprisingly good reader for sheet music.An iPhone Q&A : A sampling of the questions readers are asking David Pogue about the new iPhone, with his replies.May Orders in Durables Fell Slightly : The overall trend, not counting orders for aircraft, showed that spending for those goods has improved."
41,2010-07-02,"Apple Acknowledges Flaw in iPhone Signal Meter : In response to complaints, Apple said it would fix the way the signal strength is displayed on the new iPhone. Apple Hopes to Re-enter the Living Room : Apple is exploring new alternatives to get content into the living room, according to people familiar with the company's plans.Apple Speaks on the Matter of the 'Death Grip' : Apple responded to consumer complaints about the so-called Death Grip that drops calls. It said it would fix the way the signal strength is displayed on the phone.Disney Buys Tapulous to Drive Mobile Strategy : The Walt Disney Company said on Thursday that it had bought Tapulous, a start-up company that makes music-based games for the iPhone, iPad and iPod Touch. Disney said Tapulous's co-founder and chief operating officer would lead its mobile business...Disney Buys Tapulous to Drive Mobile Strategy : The Walt Disney Company said on Thursday that it had bought Tapulous, a start-up company that makes music-based games for the iPhone, iPad and iPod Touch. Disney said Tapulous&#8217;s co-founder and chief operating officer would lead its mobile bu...Disney Buys Tapulous, Maker of Music Game Applications : The deal is a sign of the staying power of Apple’s mobile devices as game machines, analysts said.Let's Try to Make Sense of the 'Death Grip' : The iPhone 4 could go down in the history book as ""Weirdest Consumer Tech Bumble""The New iPhone's Other Performance Problem : Apple has has another apparently widespread problem with the iPhone 4: cut-off calls if you press the screen to your cheek.What We're Reading: Job Creation : How jobs were created in the industrial revolution and how they can be created now as well as Facebook fatigue and memo writing lessons are on this weekend's reading list.Morning Takeout : And in today's morning takeout:-Krugman's recession roller coaster-How animals + football make great money spinners.-Is Apple about to give us the iCar?"
42,2010-07-08,"Opening a Big Store in China, Apple Remains a Market Underdog : With a new flagship showroom about to open, the company is striving to overcome price disadvantages and an underground market.Chatting With Google: China, Apple and More : In an Allen & Company conference chock-full of assorted media moguls, it seems there's one thread unifying them all: Google.Smartphone Patent Suits Challenge Big Makers : NTP charges that the cellphone e-mail systems of the companies are illegally using its patented technology.'Saturday Night Live' Breaks an Emmy Record, and Lorne Michaels Is Cool With That : ""We've run longer than most television critics,"" Mr. Michaels said of ""Saturday Night Live,"" which has racked up a total of 126 Emmy nominations since its debut in 1975.Chapter by Chapter : These are the participating galleries. Addresses are on the Lower East Side unless otherwise noted. More information: lushlifeles.com.     SUE SCOTT GALLERY Chapter 1: ''Whistle,'' through July 31, 1 Rivington Street, at Bowery; (212) 358-8767, su...&#8216;Saturday Night Live&#8217; Breaks an Emmy Record, and Lorne Michaels Is Cool With That : &#8220;We&#8217;ve run longer than most television critics,&#8221; Mr. Michaels said of &#8220;Saturday Night Live,&#8221; which has racked up a total of 126 Emmy nominations since its debut in 1975.June Sales Were Tepid at Low End and High : Retail sales rose 3.1 percent in June compared with June of last year, slightly lower than estimates compiled by Thomson Reuters.Lots of Twitter Speculation, if Not Proper Punctuation : Across Twitter, users — including N.B.A. All-Stars and sports celebrities — speculated where LeBron James would decide to sign.Media Executives Flock to Sun Valley Conference : Moguls like Warren Buffett and the founders of Google are in Idaho this week for the Sun Valley Conference.TV on a PC or Phone Has Some Drawbacks : On the Internet, some episodes of shows are available only for a fee, and other shows are not available at all. Clicker.com can help you sort it all out."
43,2010-07-09,"Opening a Big Store in China, Apple Remains a Market Underdog : With a new flagship showroom about to open, the company is striving to overcome price disadvantages and an underground market.Chatting With Google: China, Apple and More : In an Allen &#038; Company conference chock-full of assorted media moguls, it seems there&#8217;s one thread unifying them all: Google.Apple Still Underdog in China, Despite New Store : With Apple set to open a flagship showroom on Saturday in Shanghai &#8212; one of its largest stores in Asia &#8212; the company is making a new push to tap into the world&#8217;s biggest mobile phone market and grab a bigger share of China&#8217;...Apple Still Underdog in China, Despite New Store : With Apple set to open a flagship showroom on Saturday in Shanghai -- one of its largest stores in Asia -- the company is making a new push to tap into the world's biggest mobile phone market and grab a bigger share of China's fast-growing consume...Turning the Page on the Page Turn : Microsoft hopes to patent the digital equivalent of a page turn, but it might not be the most efficient way to read on a digital screen.Morning Take-Out : And in Today's Morning Take-Out:1. Calling all angel investors2. Sovereign debt unpicked3. BP invite you to roll the diceMorning Take-Out : And in Today&#8217;s Morning Take-Out: 1. Calling all angel investors 2. Sovereign debt unpicked 3. BP invite you to roll the diceSmartphone Patent Suits Challenge Big Makers : NTP charges that the cellphone e-mail systems of the companies are illegally using its patented technology.Chapter by Chapter : These are the participating galleries. Addresses are on the Lower East Side unless otherwise noted. More information: lushlifeles.com.     SUE SCOTT GALLERY Chapter 1: ''Whistle,'' through July 31, 1 Rivington Street, at Bowery; (212) 358-8767, su...Smartphone Patent Suits Challenge Big Makers : NTP, a patent-holding company best known for prying a settlement of more than $600 million from the maker of the BlackBerry, is suing the other big names in the smartphone industry: Apple, Google, Microsoft, HTC, LG and Motorola."
44,2010-08-09,"Executive Leaves Apple After iPhone 4 Problems : Mark Papermaster, the Apple executive in charge of hardware for the company's flagship iPhone, has left the company in the wake of widely reported problems with the antenna of the recently introduced iPhone 4.     Apple confirmed Mr. Papermaster's...Android Phones Outpace Apple's : By the end of 2011, there could be more smartphones in the United States than the less advanced  feature phones, according to a report released Monday by the Nielsen Company, a market trends monitor.     The report also notes that the Google Andro...Docks for Apple Gadgets Help a Business Thrive : SDI Technologies, an innovator since the 1950s when it made transistor radios, has flourished by making the iHome brand of products.App Smart Extra: Restricted Diets : Vegetarians and other people with special dietary needs can find apps to find them food.Oracle Chief Faults H.P. Board for Forcing Hurd Out : Lawrence Ellison, the head of Oracle, said Hewlett-Packard’s decision to remove Mark Hurd was not in the best interest of “employees, shareholders, customers and partners.”Oracle Chief Faults H.P. Board for Forcing Hurd Out : Lawrence Ellison, the head of Oracle, said Hewlett-Packard's decision to remove Mark Hurd was not in the best interest of ""employees, shareholders, customers and partners.""Oracle Chief Faults H.P. Board for Forcing Hurd Out : Lawrence Ellison, the head of Oracle, said Hewlett-Packard&#8217;s decision to remove Mark Hurd was not in the best interest of &#8220;employees, shareholders, customers and partners.&#8221;What We're Reading: History Lessons : Lessons to learn from Etsy, Twitter's P.R., mobile wars and a lot of books are all on the reading list.Schoolteachers Driving Cadillacs : Living high on state salaries?The Early Word: Trailblazer to Fund-raiser : The president travels to Texas to push his education plan and to raise funds for Democratic senate candidates."
45,2010-08-19,"Getting a Refund From the App Store : Some tips for making an app work on your Apple gadget, and ways to try to get your money back if none of them are successful.A Docking Station From iLuv Offers a Nod to the Past : In my recent article about iHome, the largest manufacturer of  iPhone/iPod speaker docks, I pointed out that Apple's strict design regulations make it easier for accessories makers to create products, secure in the knowledge that they won't quickl...An iPad Book for the Deaf : ""Danny the Dragon Meets Jimmy"" is said to be the first iPad book app for deaf children. But it could have been so much more.For Digital Artists, Apps Provide New Palette : The advent of mobile devices with touch screens and tilt sensors is changing some artists’ approach to art.People Magazine Subscribers to Receive Free Access on iPads : The arrangement is a first step toward what Time Inc. hopes is a model for the bundling of print and digital sales for all its publications.Should a Profitable Company Demand Pay Cuts? : The company asserts that the givebacks are warranted because the plant's labor costs are excessive compared to average wages in the region.House Tour: Livingston, N.Y. : In Columbia County two architects modernize a cottage and add an extension, creating 2,500 square feet of getaway space.Access to Healthy Foods : A reader responds to an article about doctors prescribing healthy food.Flood Brings Chaos Back to Pakistan’s Swat Valley : Floods shattered hopes where residents had just began rebuilding after troops drove the Taliban into hiding.With McAfee Deal, Intel Looks for Edge : With the $7.68 billion acquisition Intel becomes a major player in the security software and services market."
46,2010-08-20,"For Digital Artists, Apps Provide New Palette : The advent of mobile devices with touch screens and tilt sensors is changing some artists’ approach to art.People Magazine Subscribers to Receive Free Access on iPads : The arrangement is a first step toward what Time Inc. hopes is a model for the bundling of print and digital sales for all its publications.House Tour: Livingston, N.Y. : In Columbia County two architects modernize a cottage and add an extension, creating 2,500 square feet of getaway space.Flood Brings Chaos Back to Pakistan’s Swat Valley : Floods shattered hopes where residents had just began rebuilding after troops drove the Taliban into hiding.With McAfee Deal, Intel Looks for Edge : With the $7.68 billion acquisition Intel becomes a major player in the security software and services market.Math Lessons for Locavores : Eating locally grown produce is a fine thing in many ways. But it is not an end in itself, nor is it a virtue in itself.The Lights of Big Brother’s Eyes, Blinking in the City : An Orwellian theme is handled deftly in an exhibition at the Austrian Cultural Forum, with works as nuanced and versatile as they are on-message.Mario Obledo, Hispanic Rights Leader, Dies at 78 : Mr. Obledo was a founder and leader of major Hispanic-American organizations and served as California’s secretary of health and welfare.Spare Times : A selected guide to events, outdoors and indoors, in New York."
47,2010-08-24,"Apple Said to Seek Show-Rental Deal : The News Corporation and the Walt Disney Company are said to be close to deals for iTunes rentals at 99 cents a TV episode.Q. & A.: Dealing With Apple App Lemons : It is pretty hard to get a refund for buggy iPhone or iPad apps. Here's the best method.Financial Research? There's an App for That : Morgan Stanley on Monday became the first Wall Street firm to launch an application for its financial research in Apple's App Store.Financial Research? There&#8217;s an App for That : Morgan Stanley on Monday became the first Wall Street firm to launch an application for its financial research in Apple&#8217;s App Store.Desert Dwellers on a Fast-Food Diet : A Brooklyn artist has given red harvester ants, Pogonomyrmex badius, an all-McDonald’s menu.Tuesday Reading: The Egg Recall's Impact : The impact of the egg recall, one plan for tax cuts and other consumer-focused items from Tuesday's Times.A School Fight Over Chocolate Milk : Flavored milk has emerged as both villain and victim in a cafeteria drama that pits the dairy industry, administrators and parents against one another.Plein Sud and Wall & Water : Though camera-ready, the food at Plein Sud, a small bistro off the lobby of the Smyth Hotel, lacks flavor; the modest menu at Wall & Water, at the Andaz Hotel, is a delightful surprise.Inside the Times : International     14 DIE IN PLANE CRASH  Radiation, Risks Are Focus of Breast Screening Studies : Doctors have expressed concerns about relying too much on breast imaging exams that expose women to far higher doses of radiation than regular mammography."
48,2010-08-25,"The Apple Guessing Game Commences : Is Apple going to announce new iPods, a deal with the Beatles, iTunes in the cloud, or an updated Apple TV at a media event next month?Apple Said to Seek Show-Rental Deal : The News Corporation and the Walt Disney Company are said to be close to deals for iTunes rentals at 99 cents a TV episode.Apple Invites News Media to Sept. 1 Event : Apple invited reporters to an event in San Francisco, but said nothing about what it planned to announce.New Kindle Leaves Rivals Farther Back : Too bad there's not a reality TV show called ''America's Most Freaked-Out Tech-Company Meetings,'' where you  watch classic panicked board meetings. For example,  when the Apple employee left an iPhone 4 prototype in a bar. Or when Intel learned t...Took a Bad Photo? Paint, Sketch or Distort It, Beautifully : A variety of effects may help you escape with art of a different sort, or at least a laugh.New Kindle Leaves Rivals Farther Back : Amazon introduces an e-book reader that everyone (except Amazon) calls the Kindle 3. It’s a response to the iPad, with improved E Ink screen technology.Putting Color in an E-Reader (and Free Books, Too) : Dedicated e-readers, like Amazon's Kindle, Barnes & Noble's Nook and Sony's Reader, have one thing in common: they all use black-and-white screen technology from a company called E Ink.     Not that E Ink wouldn't like to be able to offer color, b...Using a Fingerprint Scanner on Your Laptop : These readers let you replace a typed password with a finger swipe across a sensor, but they can be finicky.Color Comes to an E-Reader : A new low-cost e-reader hopes to grab market share n part to its use of a full-color LCD screen.Tech Talk Podcast: The Facebook Movie : On this week’s Tech Talk podcast, the Facebook movie and Facebook’s Places service are discussed."
49,2011-02-07,"The Odds of Picking the Next Apple : The odds are insanely low, but we read so much about the next hot stock that we think we can beat the odds.Paid Notice: Deaths  SLIFKA, ALAN B. : SLIFKA--Alan B.,a prominent New York investment manager and philanthropist died on Friday, February 4, 2011 at home after a battle with cancer. Mr. Slifka is survived by his beloved wife Riva Ariella Ritvo-Slifka, his sister Barbara Slifka, his ch...Super Bowl Ads Mine Decades of Americana : The Super Bowl ads dished up a dizzying mélange of star turns, movie references, homages to television shows, snippets of songs and even hat-tips to other spots.What Are Your Favorite Commercials? : Student Opinion | Are you ever moved by advertising to buy a product or service?Intel Chip Flaw Causes Delays : Computer makers have been forced to shut down some of their assembly lines because of a design flaw in chips produced by Intel.     Dell and Hewlett-Packard have both stopped producing several models of personal computers to await a modified versi...Over Caviar, Talk of Gogol's Bowels : What would Gogol eat?     The guests chewed over that question on Friday night as they sampled the pig's tongue slivers, the blinis with caviar, the headcheese and the smoked sardines.  Yahoo Is Said to Move Toward Personalized Content : A new platform being built by Yahoo is meant to take advantage of the growth in tablets and smartphones.Curtain Down, Heads Up: Readers Review 'Three Sisters' : A roundup of readers' reviews of ""Three Sisters"" at the Classic Stage Company.Restaurant Nutrition Draws Focus of First Lady : As part of her effort to influence diet, Michelle Obama hopes to prod restaurants toward healthier offerings.Real vs. Virtual: Examining Works of Art Online : Lesson Plan | A dozen activities for using Google's Art Project to explore major works of art."
50,2011-05-05,"App Smart Extra: Golf Apps : A new golf app from Jack Nicklaus shakes up the field.A Tool to Harvest iPhone Location Data : The New York Times Company’s Research and Development Lab released a free Web-based tool that creates an research database of anonymized location data from iPhones and iPads.To Improve Your Swing: Bend Your Knees and Find a Good App : Golf-related apps have been around awhile, but the lineup has improved significantly with time.Gadgets to Ease Travails of Travel : Travel gadgets have become smaller, more powerful and less expensive.Mobile Booking Apps Are Only Just Starting to Deliver : Mobile apps are starting to appear that let users make reservations and manage a host of other travel details.Q&A: Displaying the Mac's Screen on an HDTV : How to connect your Mac to a high-defintion TV via an HDMI cable.Friday: Where Buzz Cola Is Sold : A fun Friday by Natan Last.An Inside Take on the British Invasion : In his autobiographical show at Feinstein’s, Peter Asher, the Peter of Peter and Gordon, tells tales of his life at the center of the British music scene in the 1960s.Tater Tots? At Prep Schools, Try the Rutabaga Fries : In New York City, private school lunches are offering fare like steak and blue cheese tossed with dandelion greens, rutabaga fries and locally sourced, grass-fed beef.To Enhance Chip Speed, Intel Enters 3rd Dimension : HILLSBORO, Ore. -- Intel announced on Wednesday that it had again found a way to make computer chips that could process information more quickly and with less power in less space.     The transistors on computer chips -- whether for PC's or smartp..."
51,2011-05-13,"Trade Ruling Favors Kodak in Dispute With Apple : The United States International Trade Commission, in a preliminary ruling, rejected Apple’s digital-camera patent claims against the Eastman Kodak Company.On the Lookout for an Amazon Tablet : It has been nearly a year since Amazon announced a new Kindle product, but Jeff Bezos, the company’s chief executive, dropped a hint that a “multipurpose tablet device” could be on the way.A Grandma by Any Other Name : Apple and Moses use “Lalo.” Ryder calls Goldie “Glam-Ma.” How about yours?Netflix Is Available for Some Android Devices, but Not All : Netflix’s streaming app is now available for some Android devices, but the fact that only some Android phones get the latest features and others do not is a continuing problem for Google.An Ailing Killebrew Simply Says Farewell : Harmon Killebrew issued a modest farewell on Friday in which the slugger of 573 home runs said his battle against esophageal cancer had come to an end.Taste of China Not as Far East: Egyptian Wing at the Met : A gala at the Metropolitan Museum of Art celebrated links between China and the United States.New Ways to Exploit Raw Data May Bring Surge of Innovation, a Study Says : Data is a vital raw material of the information economy, but the business world is just beginning to learn how to process it all."
